,action_code,action_code_full,amendment_indicator,amendment_number,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,category_code_full,committee_id,conduit_committee_city,conduit_committee_id,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,dissemination_date,election_type,election_type_full,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing_date,filing_form,form_line_number,image_number,independent_sign_date,independent_sign_name,is_notice,line_number,link_id,memo_code,memo_code_full,memo_text,memoed_subtotal,most_recent,notary_commission_expiration_date,notary_sign_date,notary_sign_name,office_total_ytd,original_sub_id,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,previous_file_number,report_type,report_year,schedule_type,schedule_type_full,sub_id,support_oppose_indicator,transaction_id,committee
31,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-31,G2022,,2370.78,2022-10-31 00:00:00,MAILER POSTAGE LIBRE ACTION,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575627180,2022-11-01,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575627180,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598760,S,SE24.17092,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
32,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-31,G2022,,6293.89,2022-10-31 00:00:00,MAILER POSTAGE,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575627178,2022-11-01,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575627178,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598756,S,SE24.17090,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
33,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-25,G2022,,2400.0,2022-10-31 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575627101,2022-10-26,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,ARLINGTON,,,,TARGETED VICTORY,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575627101,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598603,S,SE24.16896,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
34,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,3923.5,2022-10-31 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575627089,2022-10-25,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,ARLINGTON,,,,TARGETED VICTORY,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575627089,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598578,S,SE24.16800,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
35,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,2400.0,2022-10-31 00:00:00,MEDIA PRODUCTION,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575627088,2022-10-25,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,ARLINGTON,,,,TARGETED VICTORY,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575627088,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598577,S,SE24.16799,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
36,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-25,G2022,,12500.0,2022-10-31 00:00:00,MEDIA PRODUCTION,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575626993,2022-10-26,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575626993,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598386,S,SE24.16904,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
37,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-25,G2022,,12500.0,2022-10-31 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575626992,2022-10-26,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575626992,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598385,S,SE24.16897,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
38,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00722371,,C00722371,,,,,,2022-10-29,G2022,,10000.0,2022-10-28 00:00:00,DEVELOPMENT AND SOCIAL MEDIA AD BUY,1656288,SHANNON,OLEARY,,,,2022-10-29,F24,F24-24,202210299546673670,2022-10-29,"OLEARY, SHANNON",True,24,4102920221592947101,,,,False,True,,,,16450.0,,SOUTH SALT LAKE CITY,,,,IMPACT ADVERTISING LLC,,UT,3685 S 500 W,,,84115,https://docquery.fec.gov/cgi-bin/fecimg/?202210299546673670,1656288,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102920221593087470,S,SE.4461,ENERGY SECURITY PAC
39,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00722371,,C00722371,,,,,,2022-10-29,G2022,,5000.0,2022-10-28 00:00:00,DEVELOPMENT AND DIGITAL AD BUY,1656288,SHANNON,OLEARY,,,,2022-10-29,F24,F24-24,202210299546673670,2022-10-29,"OLEARY, SHANNON",True,24,4102920221592947101,,,,False,True,,,,6450.0,,SOUTH SALT LAKE CITY,,,,IMPACT ADVERTISING LLC,,UT,3685 S 500 W,,,84115,https://docquery.fec.gov/cgi-bin/fecimg/?202210299546673670,1656288,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102920221593087469,S,SE.4460,ENERGY SECURITY PAC
40,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00722371,,C00722371,,,,,,2022-10-29,G2022,,10000.0,2022-10-28 00:00:00,DEVELOPMENT AND SOCIAL MEDIA AD BUY,1671790,SHANNON,OLEARY,,,,2022-12-08,F3X,F3X-24,202212089557513772,2022-12-08,"OLEARY, SHANNON",False,24,4120920221633755534,,,,False,True,,,,16450.0,,SOUTH SALT LAKE CITY,,,,IMPACT ADVERTISING LLC,,UT,3685 S 500 W,,,84115,https://docquery.fec.gov/cgi-bin/fecimg/?202212089557513772,1671790,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627559,S,SE.4434,ENERGY SECURITY PAC
41,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00722371,,C00722371,,,,,,2022-10-29,G2022,,5000.0,2022-10-28 00:00:00,DEVELOPMENT AND DIGITAL AD BUY,1671790,SHANNON,OLEARY,,,,2022-12-08,F3X,F3X-24,202212089557513772,2022-12-08,"OLEARY, SHANNON",False,24,4120920221633755534,,,,False,True,,,,6450.0,,SOUTH SALT LAKE CITY,,,,IMPACT ADVERTISING LLC,,UT,3685 S 500 W,,,84115,https://docquery.fec.gov/cgi-bin/fecimg/?202212089557513772,1671790,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627558,S,SE.4433,ENERGY SECURITY PAC
42,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00493221,,,,,,,,2022-10-27,G2022,,6323.62,2022-10-27 00:00:00,TELEVISION ADVERTISING,1667947,GREGORY,WILDER,,,,2022-12-08,F3X,F3X-24,202212089547492507,2022-12-08,"WILDER, GREGORY",False,24,4120820221633584739,,,,False,True,,,,12734.12,,ARNOLD,,,,STRATEGIC PARTNERS & MEDIA,,MD,PO BOX 480,,,210120480,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547492507,1667947,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011020231667312387,S,E7952D61C3DCC43E7AB5,THE GUARDIAN FUND
43,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00494021,,C00494021,,,,,,2022-10-27,G2022,,36161.0,2022-10-26 00:00:00,DIGITAL ADVERTISING (PRODUCTION AND PLACEMENT),1656006,BRIAN,BURCH,,,,2022-10-28,F24,F24-24,202210289546672871,2022-10-28,"BURCH, BRIAN",True,24,4102920221592947042,,,,False,True,,,,36161.0,,BEL AIR,,,,MENTZER MEDIA,,MD,2210 GREY FOX COURT,,,21015,https://docquery.fec.gov/cgi-bin/fecimg/?202210289546672871,1656006,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102920221593087154,S,SE.28309,CATHOLICVOTE.ORG CANDIDATE FUND
44,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,6740.31,2022-10-26 00:00:00,MAILER PRODUCTION,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575626972,2022-10-25,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575626972,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598345,S,SE24.16847,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
45,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,4514.21,2022-10-26 00:00:00,MAILER PRODUCTION LIBRE ACTION,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575626972,2022-10-25,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575626972,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598344,S,SE24.16845,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
46,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00821975,,C00821975,,,,,,2022-10-27,G2022,,6099.15,2022-10-25 00:00:00,DIRECT MAIL: PRINTING AND POSTAGE,1652545,CHARLES,GANTT,,,,2022-10-27,F24,F24-24,202210279541864118,2022-10-27,"GANTT, CHARLES",True,24,4102720221592345088,,,,False,True,,,,19150.95,,AUSTIN,,,,RESOLVE CAMPAIGNS LLC,,TX,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,,78709,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541864118,1652545,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102720221592616670,S,SE.4155,ENERGIZE OUR FUTURE
47,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-25,G2022,,12500.0,2022-10-25 00:00:00,MEDIA PRODUCTION,1651085,ROBERT,JENTGENS,,,TREASURER,2022-10-26,F24,F24-24,202210269541704458,2022-10-26,"JENTGENS, ROBERT TREASURER",True,24,4102720221592345042,,,,False,True,,,,454368.92,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541704458,1651085,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102720221592616115,S,SE24.16904,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
48,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-25,G2022,,12500.0,2022-10-25 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1651085,ROBERT,JENTGENS,,,TREASURER,2022-10-26,F24,F24-24,202210269541704455,2022-10-26,"JENTGENS, ROBERT TREASURER",True,24,4102720221592345042,,,,False,True,,,,454368.92,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541704455,1651085,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102720221592616108,S,SE24.16897,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
49,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-25,G2022,,2400.0,2022-10-25 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1651085,ROBERT,JENTGENS,,,TREASURER,2022-10-26,F24,F24-24,202210269541704454,2022-10-26,"JENTGENS, ROBERT TREASURER",True,24,4102720221592345042,,,,False,True,,,,454368.92,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541704454,1651085,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102720221592616107,S,SE24.16896,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
50,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00821975,,C00821975,,,,,,2022-10-26,G2022,,1773.4,2022-10-25 00:00:00,TEXT MESSAGES,1650366,CHARLES,GANTT,,,,2022-10-26,F24,F24-24,202210269541680130,2022-10-26,"GANTT, CHARLES",True,24,4102620221591745128,,,,False,True,,,,13051.8,,AUSTIN,,,,RESOLVE CAMPAIGNS LLC,,TX,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,,78709,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541680130,1650366,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298905,S,SE.4151,ENERGIZE OUR FUTURE
51,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00693531,,C00693531,,,,,,2022-10-25,G2022,,3750.0,2022-10-25 00:00:00,PRODUCTION COST: DIGITAL AD,1650326,CHARLES,GANTT,,,,2022-10-26,F24,F24-24,202210269541679599,2022-10-26,"GANTT, CHARLES",True,24,4102620221591745123,,,,False,True,,,,33750.0,,ALEXANDRIA,,,,THE HEREFORD AGENCY,,VA,5301 BURKE DR,,,22309,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541679599,1650326,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298893,S,SE.5243,FUTURE LEADERS FUND
52,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00821975,,C00821975,,,,,,2022-10-25,G2022,,5000.0,2022-10-25 00:00:00,PRODUCTION COST: DIGITAL ADS,1650101,CHARLES,GANTT,,,,2022-10-26,F24,F24-24,202210269541663929,2022-10-26,"GANTT, CHARLES",True,24,4102620221591745093,,,,False,True,,,,11278.4,,AUSTIN,,,,RESOLVE CAMPAIGNS LLC,,TX,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,,78709,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541663929,1650101,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298781,S,SE.4135,ENERGIZE OUR FUTURE
53,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00821975,,C00821975,,,,,,2022-10-25,G2022,,6278.4,2022-10-25 00:00:00,PLACED MEDIA: CONNECTED TV,1650101,CHARLES,GANTT,,,,2022-10-26,F24,F24-24,202210269541663928,2022-10-26,"GANTT, CHARLES",True,24,4102620221591745093,,,,False,True,,,,6278.4,,AUSTIN,,,,RESOLVE CAMPAIGNS LLC,,TX,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,,78709,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541663928,1650101,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298780,S,SE.4134,ENERGIZE OUR FUTURE
54,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00821975,,C00821975,,,,,,2022-10-25,G2020,,10664.51,2022-10-25 00:00:00,DIGITAL ADVERTISING,1650101,CHARLES,GANTT,,,,2022-10-26,F24,F24-24,202210269541663928,2022-10-26,"GANTT, CHARLES",True,24,4102620221591745093,,,,False,True,,,,10664.51,,AUSTIN,,,,RESOLVE CAMPAIGNS LLC,,TX,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,,78709,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541663928,1650101,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298779,S,SE.4133,ENERGIZE OUR FUTURE
55,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00821975,,C00821975,,,,,,2022-10-27,G2022,,6099.15,2022-10-25 00:00:00,DIRECT MAIL: PRINTING AND POSTAGE,1667511,CHARLES,GANTT,,,,2022-12-08,F3X,F3X-24,202212089547397381,2022-12-08,"GANTT, CHARLES",False,24,4120820221633584375,,,,False,True,,,,19150.95,,AUSTIN,,,,RESOLVE CAMPAIGNS LLC,,TX,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,,78709,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547397381,1667511,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627482,S,SE.4154,ENERGIZE OUR FUTURE
56,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00821975,,C00821975,,,,,,2022-10-26,G2022,,1773.4,2022-10-25 00:00:00,TEXT MESSAGES,1667511,CHARLES,GANTT,,,,2022-12-08,F3X,F3X-24,202212089547397380,2022-12-08,"GANTT, CHARLES",False,24,4120820221633584375,,,,False,True,,,,13051.8,,AUSTIN,,,,RESOLVE CAMPAIGNS LLC,,TX,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,,78709,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547397380,1667511,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627480,S,SE.4149,ENERGIZE OUR FUTURE
57,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00821975,,C00821975,,,,,,2022-10-25,G2022,,5000.0,2022-10-25 00:00:00,PRODUCTION COST: DIGITAL ADS,1667511,CHARLES,GANTT,,,,2022-12-08,F3X,F3X-24,202212089547397377,2022-12-08,"GANTT, CHARLES",False,24,4120820221633584375,,,,False,True,,,,11278.4,,AUSTIN,,,,RESOLVE CAMPAIGNS LLC,,TX,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,,78709,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547397377,1667511,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627473,S,SE.4132,ENERGIZE OUR FUTURE
58,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00821975,,C00821975,,,,,,2022-10-25,G2022,,6278.4,2022-10-25 00:00:00,PLACED MEDIA: CONNECTED TV,1667511,CHARLES,GANTT,,,,2022-12-08,F3X,F3X-24,202212089547397376,2022-12-08,"GANTT, CHARLES",False,24,4120820221633584375,,,,False,True,,,,6278.4,,AUSTIN,,,,RESOLVE CAMPAIGNS LLC,,TX,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,,78709,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547397376,1667511,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627472,S,SE.4131,ENERGIZE OUR FUTURE
59,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00821975,,C00821975,,,,,,2022-10-25,G2020,,10664.51,2022-10-25 00:00:00,DIGITAL ADVERTISING,1667511,CHARLES,GANTT,,,,2022-12-08,F3X,F3X-24,202212089547397376,2022-12-08,"GANTT, CHARLES",False,24,4120820221633584375,,,,False,True,,,,10664.51,,AUSTIN,,,,RESOLVE CAMPAIGNS LLC,,TX,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,,78709,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547397376,1667511,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627471,S,SE.4127,ENERGIZE OUR FUTURE
60,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00693531,,C00693531,,,,,,2022-10-25,G2022,,3750.0,2022-10-25 00:00:00,PRODUCTION COST: DIGITAL AD,1670981,CHARLES,GANTT,,,,2022-12-08,F3X,F3X-24,202212089550452335,2022-12-08,"GANTT, CHARLES",False,24,4120920221633755034,,,,False,True,,,,33750.0,,ALEXANDRIA,,,,THE HEREFORD AGENCY,,VA,5301 BURKE DR,,,22309,https://docquery.fec.gov/cgi-bin/fecimg/?202212089550452335,1670981,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4010720231666454279,S,SE.5239,FUTURE LEADERS FUND
61,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00214981,,C00723072,,,,,,2022-10-25,G2022,,11141.69,2022-10-25 00:00:00,TEXT MESSAGING PROGRAM,1666141,SI E.,COOK,,,,2022-12-07,F3X,F3X-24,202212079547205095,2022-12-07,"COOK, SI E.",False,24,4120720221633442227,,,,False,True,,,,61498.69,,FORT WORTH,,,,THE EPPSTEIN GROUP,,TX,2830 SOUTH HULEN ST. #361,,,76109,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547205095,1666141,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4010320231645670004,S,11436842,TEXAS FARM BUREAU AGFUND
62,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00693531,,C00693531,,,,,,2022-10-25,G2022,,30000.0,2022-10-24 00:00:00,DIGITAL ADVERTISING,1650326,CHARLES,GANTT,,,,2022-10-26,F24,F24-24,202210269541679602,2022-10-26,"GANTT, CHARLES",True,24,4102620221591745123,,,,False,True,,,,30000.0,,GREENWOOD,,,,THE PROSPER GROUP,,IN,PO BOX 488,,,46142,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541679602,1650326,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298898,S,SE.5236,FUTURE LEADERS FUND
63,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,6610.71,2022-10-24 00:00:00,MAILER POSTAGE,1649502,ROBERT,JENTGENS,,,TREASURER,2022-10-25,F24,F24-24,202210259541652181,2022-10-25,"JENTGENS, ROBERT TREASURER",True,24,4102620221591745025,,,,False,True,,,,426968.92,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652181,1649502,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298257,S,SE24.16848,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
