,action_code,action_code_full,amendment_indicator,amendment_number,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,category_code_full,committee_id,conduit_committee_city,conduit_committee_id,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,disbursement_dt,dissemination_date,election_type,election_type_full,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing_date,filing_form,form_line_number,image_number,independent_sign_date,independent_sign_name,is_notice,line_number,link_id,memo_code,memo_code_full,memo_text,memoed_subtotal,most_recent,notary_commission_expiration_date,notary_sign_date,notary_sign_name,office_total_ytd,original_sub_id,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,previous_file_number,report_type,report_year,schedule_type,schedule_type_full,sub_id,support_oppose_indicator,transaction_id,committee
135,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,17800.86,2022-09-26 00:00:00,ESTIMATED COST - IN-KIND FOR PHONE BANKING AND CANVASSING SERVICES 9/26-9/30,1632656,,,,,,2022-09-28,F5,,202209289532001899,,,True,,4092820221585775001,,,,False,True,,,,104027.51,,NEW YORK,,,,WORKERS VOTE,,NY,275 7TH AVE,FL 16,,100018408.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209289532001899,1632656,48,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4092820221585776019,S,500025800,WE VOTE WE WIN
136,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00770149,,,,,,,,,2022-09-22,G2022,,169481.0,2022-09-22 00:00:00,DIRECT MAIL (ESTIMATE),1632289,JEREMY,BEGUN,,,,2022-09-23,F24,F24-24,202209239531815111,2022-09-23,"BEGUN, JEREMY",True,24.0,4092320221576582037,,,,False,True,,,,408481.0,,CHICAGO,,,,THE STRATEGY GROUP,,IL,500 W MADISON ST,STE 1000,,606612559.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209239531815111,1632289,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092320221576785501,S,500064457,SHIELD PAC
137,C,CHANGE,A,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,24E,,C00685289,,C00655613,,,,,,,2022-09-22,G2022,,1200.0,2022-09-22 00:00:00,PHONE BANKING (9/22-11/8),1668931,LINDSEY,HARMON,,,,2022-12-08,F3X,F3X-24,202212089547618128,2022-12-08,"HARMON, LINDSEY",False,24.0,4120820221633585553,X,,,True,True,,,,1200.0,,RENO,,,,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES,,NV,"550 WEST PLUMB LANE, #B102",,,89509.0,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547618128,1654549,Q3,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011020231667312009,S,BE62,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC)
138,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-09-21,G2022,,6672.27,2022-09-21 00:00:00,CANVASSING SERVICES,1642349,BEN,UNGER,,,,2022-10-15,F3X,F3X-24,202210159536889174,2022-10-15,"UNGER, BEN",False,24.0,4101520221588295112,,,,False,True,,,,28092.61,,WASHINGTON,,,,FOR OUR FUTURE ACTION FUND,,DC,PO BOX 34390,,,200434390.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210159536889174,1642349,Q3,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4110820221616634409,S,VSG8MA2ZQH6,FOR OUR FUTURE
139,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-09-21,G2022,,734.86,2022-09-21 00:00:00,"CANVASSING LITERATURE PRINTING, PRODUCTION, AND SHIPPING",1642349,BEN,UNGER,,,,2022-10-15,F3X,F3X-24,202210159536889166,2022-10-15,"UNGER, BEN",False,24.0,4101520221588295112,,,,False,True,,,,28092.61,,CHICAGO,,,,PENDULUM CREATIVE GROUP LLC,,IL,4200 W DIVERSEY AVE,STE 23B,,606392047.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210159536889166,1642349,Q3,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4110820221616634393,S,VSG8MA2ZQJ4,FOR OUR FUTURE
140,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-09-21,G2022,,8766.9,2022-09-21 00:00:00,CANVASSING SERVICES (ESTIMATE),1632304,BEN,UNGER,,,,2022-09-23,F24,F24-24,202209239531815829,2022-09-23,"UNGER, BEN",True,24.0,4092420221576816002,,,,False,True,,,,25019.63,,WASHINGTON,,,,FOR OUR FUTURE ACTION FUND,,DC,PO BOX 34390,,,200434390.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209239531815829,1632304,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092420221576829006,S,VSG8MA2ZQH6,FOR OUR FUTURE
141,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-09-21,G2022,,980.42,2022-09-21 00:00:00,"CANVASSING LITERATURE PRINTING, PRODUCTION, AND SHIPPING (ESTIMATE)",1632304,BEN,UNGER,,,,2022-09-23,F24,F24-24,202209239531815828,2022-09-23,"UNGER, BEN",True,24.0,4092420221576816002,,,,False,True,,,,25019.63,,CHICAGO,,,,PENDULUM CREATIVE GROUP LLC,,IL,4200 W DIVERSEY AVE,STE 23B,,606392047.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209239531815828,1632304,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092420221576829003,S,VSG8MA2ZQJ4,FOR OUR FUTURE
142,A,ADD,A,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00770149,,,,,,,,,2022-09-20,G2022,,44000.0,2022-09-20 00:00:00,POLLING (ESTIMATE),1632288,JEREMY,BEGUN,,,,2022-09-23,F24,F24-24,202209239531815102,2022-09-23,"BEGUN, JEREMY",True,24.0,4092320221576582036,,,,False,False,,,,239000.0,,NEW YORK,,,,GLOBAL STRATEGY GROUP,,NY,215 PARK AVE S,FL 15,,100031612.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209239531815102,1632099,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092320221576785477,S,500064493,SHIELD PAC
143,A,ADD,A,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00770149,,,,,,,,,2022-09-20,G2022,,175000.0,2022-09-20 00:00:00,DIGITAL AD BUY (ESTIMATE),1632288,JEREMY,BEGUN,,,,2022-09-23,F24,F24-24,202209239531815100,2022-09-23,"BEGUN, JEREMY",True,24.0,4092320221576582036,,,,False,False,,,,239000.0,,CHICAGO,,,,AKPD MESSAGE & MEDIA,,IL,405 W SUPERIOR ST,STE 705,,606548784.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209239531815100,1632099,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092320221576785474,S,500064450,SHIELD PAC
144,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00817536,,,,,,,,,2022-09-20,G2022,,2074.91,2022-09-20 00:00:00,AD PRODUCTION (ESTIMATE),1632187,JEREMY,BEGUN,,,,2022-09-22,F24,F24-24,202209229531811495,2022-09-22,"BEGUN, JEREMY",True,24.0,4092220221576437062,,,,False,True,,,,24850.64,,METHUEN,,,,"THREE POINT MEDIA, LLC",,MA,290 BROADWAY,STE 120,,18446827.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209229531811495,1632187,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092220221576546979,S,500280247,CLIMATE POWER ACTION
145,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00817536,,,,,,,,,2022-09-20,G2022,,52.5,2022-09-20 00:00:00,AD BUY (ESTIMATE),1632187,JEREMY,BEGUN,,,,2022-09-22,F24,F24-24,202209229531811495,2022-09-22,"BEGUN, JEREMY",True,24.0,4092220221576437062,,,,False,True,,,,24850.64,,ARLINGTON,,,,BLUEPRINT INTERACTIVE,,VA,2307 N TRENTON ST,,,222074040.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209229531811495,1632187,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092220221576546978,S,500278637,CLIMATE POWER ACTION
146,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00817536,,,,,,,,,2022-09-20,G2022,,21333.5,2022-09-20 00:00:00,AD BUY (ESTIMATE),1632187,JEREMY,BEGUN,,,,2022-09-22,F24,F24-24,202209229531811487,2022-09-22,"BEGUN, JEREMY",True,24.0,4092220221576437062,,,,False,True,,,,24850.64,,ARLINGTON,,,,BLUEPRINT INTERACTIVE,,VA,2307 N TRENTON ST,,,222074040.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209229531811487,1632187,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092220221576546962,S,500278624,CLIMATE POWER ACTION
147,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00817536,,,,,,,,,2022-09-20,G2022,,1389.73,2022-09-20 00:00:00,AD PRODUCTION (ESTIMATE),1632187,JEREMY,BEGUN,,,,2022-09-22,F24,F24-24,202209229531811478,2022-09-22,"BEGUN, JEREMY",True,24.0,4092220221576437062,,,,False,True,,,,24850.64,,METHUEN,,,,"THREE POINT MEDIA, LLC",,MA,290 BROADWAY,STE 120,,18446827.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209229531811478,1632187,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092220221576546945,S,500280260,CLIMATE POWER ACTION
148,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00770149,,,,,,,,,2022-09-20,G2022,,175000.0,2022-09-20 00:00:00,DIGITAL AD BUY (ESTIMATE),1632099,JEREMY,BEGUN,,,,2022-09-22,F24,F24-24,202209229531810017,2022-09-22,"BEGUN, JEREMY",True,24.0,4092220221576437018,,,,False,False,,,,175000.0,,CHICAGO,,,,AKPD MESSAGE & MEDIA,,IL,405 W SUPERIOR ST,STE 705,,606548784.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209229531810017,1632099,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092220221576546517,S,500064450,SHIELD PAC
149,A,ADD,A,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00770149,,,,,,,,,2022-09-20,G2022,,175000.0,2022-09-20 00:00:00,DIGITAL AD BUY,1694759,JEREMY,BEGUN,,,,2023-03-22,F24,F24-24,202303229579663822,2023-03-22,"BEGUN, JEREMY",True,24.0,4032220231736833001,,,,False,True,,,,175000.0,,CHICAGO,,,,AKPD MESSAGE & MEDIA,,IL,405 W SUPERIOR ST,STE 705,,606548784.0,https://docquery.fec.gov/cgi-bin/fecimg/?202303229579663822,1632288,48,2023,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032220231736863017,S,500064450,SHIELD PAC
150,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,5657.22,2022-09-19 00:00:00,ACTUAL COST - IN-KIND FOR CANVASSING AND PHONE BANKING SERV FR 9/19-9/25 AS DISCL ON 9/21 48-HR REP,1640408,,,,,,2022-10-14,F5,,202210149532543886,,,False,,4101520221588296001,,,,False,True,,,,71108.92,,NEW YORK,,,,WORKERS VOTE,,NY,275 7TH AVE,FL 16,,100018408.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532543886,1640408,Q3,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4102720221592352273,S,500025748,WE VOTE WE WIN
151,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,16270.36,2022-09-19 00:00:00,ESTIMATED COST - IN-KIND FOR CANVASSING AND PHONE BANKING SERVICES FROM 9/19-9/25,1631988,,,,,,2022-09-21,F5,,202209219531802789,,,True,,4092120221576293001,,,,False,True,,,,86226.65,,NEW YORK,,,,WORKERS VOTE,,NY,275 7TH AVE,FL 16,,100018408.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209219531802789,1631988,48,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4092120221576295005,S,500025748,WE VOTE WE WIN
152,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,006,Campaign Materials,C00754051,,C00754051,,,,,,,2022-09-17,G2022,,1046.77,2022-09-15 00:00:00,CANVASSING LITERATURE,1644221,ZAINA,TANNU,,,,2022-10-19,F3X,F3X-24,202210199537569246,2022-10-19,"TANNU, ZAINA",False,24.0,4101920221589125094,,,,False,True,,,,3172.39,,LAS VEGAS,,,,A&B PRINTING & MAILING,,NV,2908 S HIGHLAND SUITE B,,,89109.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537569246,1644221,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111420221626856181,S,B831246,WORKERS VOTE
153,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C00486845,,,,,,,,,2022-09-26,G2022,,6589.49,2022-09-14 00:00:00,MAILER & POSTAGE,1645598,PATRICK,COLLINS,,,,2022-10-20,F3X,F3X-24,202210209537740931,2022-10-20,"COLLINS, PATRICK",False,24.0,4102020221589932788,,,,False,True,,,,42894.53,,WASHINGTON,,,,THE PIVOT GROUP,,DC,1250 HALF ST SE,APT 357,,200034908.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210209537740931,1645598,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111620221629804696,S,VVAG5ARG3T8,LCV VICTORY FUND
154,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-09-14,G2022,,2445.34,2022-09-14 00:00:00,CANVASSING SERVICES,1642349,BEN,UNGER,,,,2022-10-15,F3X,F3X-24,202210159536889167,2022-10-15,"UNGER, BEN",False,24.0,4101520221588295112,,,,False,True,,,,28092.61,,WASHINGTON,,,,FOR OUR FUTURE ACTION FUND,,DC,PO BOX 34390,,,200434390.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210159536889167,1642349,Q3,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4110820221616634395,S,VSG8MA2Z8N4,FOR OUR FUTURE
155,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00770149,,,,,,,,,2022-09-14,G2022,,20000.0,2022-09-14 00:00:00,DIGITAL ADVERTISING (ESTIMATE),1632286,JEREMY,BEGUN,,,,2022-09-23,F24,F24-24,202209239531815096,2022-09-23,"BEGUN, JEREMY",True,24.0,4092320221576582034,,,,False,False,,,,20000.0,,NEW YORK,,,,MAIN STREET ONE,,NY,85 BEDFORD ST,,,100143753.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209239531815096,1632286,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092320221576785468,S,500064487,SHIELD PAC
156,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-09-14,G2022,,3213.0,2022-09-14 00:00:00,CANVASSING SERVICES (ESTIMATE),1630109,BEN,UNGER,,,,2022-09-16,F24,F24-24,202209169528505270,2022-09-16,"UNGER, BEN",True,24.0,4091720221575984004,,,,False,True,,,,15272.31,,WASHINGTON,,,,FOR OUR FUTURE ACTION FUND,,DC,PO BOX 34390,,,200434390.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209169528505270,1630109,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4091720221575994515,S,VSG8MA2Z8N4,FOR OUR FUTURE
157,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,14870.36,2022-09-12 00:00:00,"ACTUAL COST - IN-KIND FOR CANVASSING AND PHONE BANKING SERV 9/12-9/18, AS DISCL ON 9/14 48-HR REPORT",1640408,,,,,,2022-10-14,F5,,202210149532543884,,,False,,4101520221588296001,,,,False,True,,,,71108.92,,NEW YORK,,,,WORKERS VOTE,,NY,275 7TH AVE,FL 16,,100018408.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532543884,1640408,Q3,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4102720221592352269,S,500025422,WE VOTE WE WIN
158,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,18027.52,2022-09-12 00:00:00,ESTIMATED COST - IN-KIND FOR CANVASSING AND PHONE BANKING SERVICES,1629473,,,,,,2022-09-14,F5,,202209149528454692,,,True,,4091420221575455000,,,,False,True,,,,69956.29,,NEW YORK,,,,WORKERS VOTE,,NY,275 7TH AVE,FL 16,,100018408.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209149528454692,1629473,48,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4091420221575456003,S,500025422,WE VOTE WE WIN
159,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00486845,,,,,,,,,2022-09-16,G2022,,6610.01,2022-09-07 00:00:00,MAILER & POSTAGE,1645598,PATRICK,COLLINS,,,,2022-10-20,F3X,F3X-24,202210209537740927,2022-10-20,"COLLINS, PATRICK",False,24.0,4102020221589932788,,,,False,True,,,,42894.53,,WASHINGTON,,,,THE PIVOT GROUP,,DC,1250 HALF ST SE,APT 357,,200034908.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210209537740927,1645598,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111620221629804688,S,VVAG5ARFTP6,LCV VICTORY FUND
160,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,6956.27,2022-09-05 00:00:00,ACTUAL COST - IN-KIND FOR CANVASSING SERVICES 9/5-9/11 AS DISCLOSED ON 9/7 48-HR REPORT,1640408,,,,,,2022-10-14,F5,,202210149532543883,,,False,,4101520221588296001,,,,False,True,,,,71108.92,,NEW YORK,,,,WORKERS VOTE,,NY,275 7TH AVE,FL 16,,100018408.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532543883,1640408,Q3,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4102720221592352265,S,500025339,WE VOTE WE WIN
161,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,002,Travel Expenses,C90021452,,,,,,,,,,G2022,GENERAL,2426.5,2022-09-05 00:00:00,ESTIMATED COST FOR CAR RENTAL,1640408,,,,,,2022-10-14,F5,,202210149532543860,,,False,,4101520221588296001,,,,False,True,,,,71108.92,,PARSIPPANY,,,,"AVIS BUDGET GROUP, INC.",,NJ,6 SYLVAN WAY,,,70543826.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532543860,1640408,Q3,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4102720221592352196,S,500025335,WE VOTE WE WIN
162,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,7581.88,2022-09-05 00:00:00,ESTIMATED COST - IN-KIND FOR CANVASSING SERVICES 9/5-9/11,1628489,,,,,,2022-09-07,F5,,202209079528355730,,,True,,4090720221575179001,,,,False,True,,,,51928.77,,NEW YORK,,,,WORKERS VOTE,,NY,275 7TH AVE,FL 16,,100018408.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209079528355730,1628489,48,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4090720221575180073,S,500025339,WE VOTE WE WIN
163,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,002,Travel Expenses,C90021452,,,,,,,,,,G2022,GENERAL,2426.5,2022-09-05 00:00:00,ESTIMATED COST FOR CAR RENTAL,1628489,,,,,,2022-09-07,F5,,202209079528355729,,,True,,4090720221575179001,,,,False,True,,,,51928.77,,PARSIPPANY,,,,"AVIS BUDGET GROUP, INC.",,NJ,6 SYLVAN WAY,,,70543826.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209079528355729,1628489,48,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4090720221575180069,S,500025335,WE VOTE WE WIN
164,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00486845,,,,,,,,,2022-08-31,G2022,,3850.97,2022-09-01 00:00:00,DIGITAL AD PRODUCTION,1645598,PATRICK,COLLINS,,,,2022-10-20,F3X,F3X-24,202210209537740939,2022-10-20,"COLLINS, PATRICK",False,24.0,4102020221589932788,,,,False,True,,,,42894.53,,METHUEN,,,,THREE POINT MEDIA LLC,,MA,290 BROADWAY,STE 120,,18446827.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210209537740939,1645598,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111620221629804712,S,VVAG5ARFN86,LCV VICTORY FUND
165,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C00486845,,,,,,,,,2022-08-31,G2022,,3850.97,2022-08-31 00:00:00,DIGITAL AD PRODUCTION,1631700,PATRICK,COLLINS,,,,2022-09-20,F3X,F3X-24,202209209528750822,2022-09-20,"COLLINS, PATRICK",False,24.0,4092020221576068999,X,,*,True,True,,,,29695.03,,METHUEN,,,,THREE POINT MEDIA LLC,,MA,290 BROADWAY,STE 120,,18446827.0,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528750822,1631700,M9,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092220221576546576,S,VVAG5ARF1J1,LCV VICTORY FUND
166,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-08-29,G2022,,5081.01,2022-08-29 00:00:00,CANVASSING SERVICES,1642349,BEN,UNGER,,,,2022-10-15,F3X,F3X-24,202210159536889188,2022-10-15,"UNGER, BEN",False,24.0,4101520221588295112,,,,False,True,,,,28092.61,,WASHINGTON,,,,FOR OUR FUTURE ACTION FUND,,DC,PO BOX 34390,,,200434390.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210159536889188,1642349,Q3,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4110820221616634435,S,VSG8MA2YCX8,FOR OUR FUTURE
167,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-08-29,G2022,,290.09,2022-08-29 00:00:00,"CANVASSING LITERATURE PRINTING, PRODUCTION, AND SHIPPING",1642349,BEN,UNGER,,,,2022-10-15,F3X,F3X-24,202210159536889177,2022-10-15,"UNGER, BEN",False,24.0,4101520221588295112,,,,False,True,,,,28092.61,,CHICAGO,,,,PENDULUM CREATIVE GROUP LLC,,IL,4200 W DIVERSEY AVE,STE 23B,,606392047.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210159536889177,1642349,Q3,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4110820221616634414,S,VSG8MA2YCY6,FOR OUR FUTURE
168,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,4568.23,2022-08-29 00:00:00,"ACTUAL COST - IN-KIND FOR CANVASSING SERVICES 8/29-9/4, AS DISCLOSED ON 8/31 48-HR REPORT",1640408,,,,,,2022-10-14,F5,,202210149532543882,,,False,,4101520221588296001,,,,False,True,,,,71108.92,,NEW YORK,,,,WORKERS VOTE,,NY,275 7TH AVE,FL 16,,100018408.0,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532543882,1640408,Q3,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4102720221592352261,S,500025295,WE VOTE WE WIN
169,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-08-29,G2022,,4031.55,2022-08-29 00:00:00,CANVASSING SERVICES (ESTIMATE),1627904,BEN,UNGER,,,,2022-08-31,F24,F24-24,202208319528320276,2022-08-31,"UNGER, BEN",True,24.0,4090120221567524000,,,,False,True,,,,11853.68,,WASHINGTON,,,,FOR OUR FUTURE ACTION FUND,,DC,PO BOX 34390,,,200434390.0,https://docquery.fec.gov/cgi-bin/fecimg/?202208319528320276,1627904,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4090120221567932009,S,VSG8MA2YCX8,FOR OUR FUTURE
170,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-08-29,G2022,,387.03,2022-08-29 00:00:00,"CANVASSING LITERATURE PRINTING, PRODUCTION, AND SHIPPING (ESTIMATE)",1627904,BEN,UNGER,,,,2022-08-31,F24,F24-24,202208319528320275,2022-08-31,"UNGER, BEN",True,24.0,4090120221567524000,,,,False,True,,,,11853.68,,CHICAGO,,,,PENDULUM CREATIVE GROUP LLC,,IL,4200 W DIVERSEY AVE,STE 23B,,606392047.0,https://docquery.fec.gov/cgi-bin/fecimg/?202208319528320275,1627904,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4090120221567932007,S,VSG8MA2YCY6,FOR OUR FUTURE
171,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,13404.6,2022-08-29 00:00:00,ESTIMATED COST - IN-KIND FOR CANVASSING SERVICES 8/29-9/4,1627845,,,,,,2022-08-31,F5,,202208319528301903,,,True,,4083120221567485001,,,,False,True,,,,41920.39,,NEW YORK,,,,WORKERS VOTE,,NY,275 7TH AVE,FL 16,,100018408.0,https://docquery.fec.gov/cgi-bin/fecimg/?202208319528301903,1627845,48,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4083120221567487029,S,500025295,WE VOTE WE WIN
